phage,host,species,relation
MH479911,NZ_CP010341.1,Halomonadaceae;,0
MH479910,NZ_CP010341.1,Pasteurellaceae;,0
MH479913,NZ_CP010341.1,Nocardia,0
MH479915,NZ_CP010341.1,Sulfolobaceae;,0
MH479914,NZ_CP010341.1,Tetrasphaera,0
MH479917,NZ_CP010341.1,Pectobacteriaceae;,0
MH479916,NZ_CP010341.1,Shewanellaceae;,0
NC_029000,NZ_CP010341.1,Pelagibacteraceae;,0
NC_020197,NZ_CP010341.1,Fusobacterium,0
NC_011019,NZ_CP010341.1,Mycobacteroides,0
NC_024355,NZ_CP010341.1,Actinomyces,0
KX683423,NZ_CP010341.1,Sinomonas,0
KX683428,NZ_CP010341.1,Trichormus,0
NC_020204,NZ_CP010341.1,Colwelliaceae;,0
JF937091,NZ_CP010341.1,Idiomarinaceae;,0
NC_005294,NZ_CP010341.1,Actinomyces,0
NC_030698,NZ_CP010341.1,Ruminococcaceae;,0
NC_030696,NZ_CP010341.1,Pseudoalteromonadaceae;,0
NC_030695,NZ_CP010341.1,Tannerellaceae;,0
NC_030694,NZ_CP010341.1,Streptomyces,0
KT599441,NZ_CP010341.1,Cutibacterium,0
NC_019523,NZ_CP010341.1,Prochlorococcus,0
MK392367,NZ_CP010341.1,Bdellovibrionaceae;,0
KT281793,NZ_CP010341.1,Tannerellaceae;,0
NC_022767,NZ_CP010341.1,Pectobacteriaceae;,0
NC_029066,NZ_CP010341.1,Vertebrata;,0
NC_029067,NZ_CP010341.1,Moraxellaceae;,0
MH825697,NZ_CP010341.1,Chlamydia/Chlamydophila,0
NC_029119,NZ_CP010341.1,Burkholderiaceae;,0
NC_029060,NZ_CP010341.1,Vibrionaceae;,0
NC_029061,NZ_CP010341.1,Fusobacterium,0
MH825699,NZ_CP010341.1,Spiroplasmataceae;,0
MH825698,NZ_CP010341.1,Enterobacteriaceae;,0
MG944217,NZ_CP010341.1,Morganellaceae;,0
KX831080,NZ_CP010341.1,Caulobacteraceae;,0
NC_024206,NZ_CP010341.1,Morganellaceae;,0
NC_023552,NZ_CP010341.1,chlorophytes;,0
MK112541,NZ_CP010341.1,chlorophytes;,0
MK112540,NZ_CP010341.1,Campylobacteraceae;,0
MK112543,NZ_CP010341.1,Hafniaceae;,0
MK112542,NZ_CP010341.1,Pelagibacteraceae;,0
KY434670,NZ_CP010341.1,II.,0
MK112544,NZ_CP010341.1,Mycobacterium,0
MK112547,NZ_CP010341.1,Oscillatoriaceae;,0
MK112546,NZ_CP010341.1,Flavobacteriaceae;,0
MH338236,NZ_CP010341.1,Shewanellaceae;,0
MH338237,NZ_CP010341.1,Streptococcaceae;,0
MH338234,NZ_CP010341.1,Bdellovibrionaceae;,0
MH338235,NZ_CP010341.1,Oscillatoriaceae;,0
KX636165,NZ_CP010341.1,Chlamydia/Chlamydophila,0
MK279909,NZ_CP010341.1,Hafniaceae;,0
MK279908,NZ_CP010341.1,Tetrasphaera,0
KX576639,NZ_CP010341.1,Mycobacterium,0
NC_023720,NZ_CP010341.1,Burkholderiaceae;,0
MK279903,NZ_CP010341.1,Brucellaceae;,0
MK279902,NZ_CP010341.1,Helicobacteraceae;,0
MK279901,NZ_CP010341.1,Enterobacteriaceae;,0
NC_023553,NZ_CP010341.1,Shewanellaceae;,0
MK279907,NZ_CP010341.1,Vertebrata;,0
MK279906,NZ_CP010341.1,Halomonadaceae;,0
MK279905,NZ_CP010341.1,Trichormus,0
MK279904,NZ_CP010341.1,Pelagibacteraceae;,0
MH976508,NZ_CP010341.1,Rhodococcus,0
NC_024212,NZ_CP010341.1,Erwiniaceae;,0
NC_022914,NZ_CP010341.1,Fusobacterium,0
MH976506,NZ_CP010341.1,Trichormus,0
MH976507,NZ_CP010341.1,Thermoanaerobacterales,0
NC_010342,NZ_CP010341.1,Actinoplanes,0
NC_030904,NZ_CP010341.1,Mycobacterium,0
JN699625,NZ_CP010341.1,Thermoanaerobacterales,0
NC_022774,NZ_CP010341.1,Xanthomonadaceae;,0
MH316570,NZ_CP010341.1,Nodularia,0
NC_022770,NZ_CP010341.1,Pelagibacteraceae;,0
NC_024214,NZ_CP010341.1,Mamiellales;,0
NC_004746,NZ_CP010341.1,Rhodococcus,0
NC_024215,NZ_CP010341.1,Clavibacter,0
MK279846,NZ_CP010341.1,Brevibacterium,0
MK279847,NZ_CP010341.1,Aeromonadaceae;,0
MK279845,NZ_CP010341.1,Mycobacterium;,0
MK279842,NZ_CP010341.1,Yersiniaceae;,0
MK279843,NZ_CP010341.1,Mycoplasma,0
MK279840,NZ_CP010341.1,Thermoanaerobacterales,0
MK284520,NZ_CP010341.1,Pseudomonadaceae;,0
NC_004745,NZ_CP010341.1,Bacillaceae;,0
MK279848,NZ_CP010341.1,Rhodobacteraceae;,0
MK279849,NZ_CP010341.1,Rhodospirillaceae;,0
MK392366,NZ_CP010341.1,Ruminococcaceae;,0
NC_028767,NZ_CP010341.1,Comamonadaceae;,0
NC_013650,NZ_CP010341.1,Hexapoda;,0
NC_023561,NZ_CP010341.1,Spiroplasmataceae;,0
KX585253,NZ_CP010341.1,Paenibacillaceae;,0
KY204251,NZ_CP010341.1,Burkholderiaceae;,0
KY204250,NZ_CP010341.1,Cutibacterium,0
MH513981,NZ_CP010341.1,Thermoanaerobacterales,0
MH513980,NZ_CP010341.1,Cutibacterium,0
MH513983,NZ_CP010341.1,Shewanellaceae;,0
MH513982,NZ_CP010341.1,Ruminococcaceae;,0
MH513985,NZ_CP010341.1,Rhodospirillaceae;,0
MH513984,NZ_CP010341.1,Streptococcaceae;,0
NC_020159,NZ_CP010341.1,Helicobacteraceae;,0
NC_028906,NZ_CP010341.1,Sulfolobaceae;,0
MH727555,NZ_CP010341.1,Bdellovibrionaceae;,0
NC_028907,NZ_CP010341.1,Aeromonadaceae;,0
NC_018284,NZ_CP010341.1,Tannerellaceae;,0
NC_018285,NZ_CP010341.1,Peptostreptococcaceae;,0
NC_018283,NZ_CP010341.1,Sphingomonadaceae;,0
NC_018280,NZ_CP010341.1,Thermoanaerobacterales,0
NC_018281,NZ_CP010341.1,Enterobacteriaceae;,0
NC_028905,NZ_CP010341.1,Colwelliaceae;,0
MF141540,NZ_CP010341.1,Leuconostocaceae;,0
KR053198,NZ_CP010341.1,Xanthomonadaceae;,0
KR053195,NZ_CP010341.1,Burkholderiaceae;,0
KR053197,NZ_CP010341.1,Tetrasphaera,0
NC_023727,NZ_CP010341.1,Streptococcaceae;,0
NC_014459,NZ_CP010341.1,Sphingomonadaceae;,0
NC_014458,NZ_CP010341.1,Mycobacteroides,0
MH727554,NZ_CP010341.1,Kitasatospora,0
JF792674,NZ_CP010341.1,Pasteurellaceae;,0
KJ194579,NZ_CP010341.1,Tetrasphaera,0
KJ944841,NZ_CP010341.1,Peptostreptococcaceae;,0
NC_019446,NZ_CP010341.1,Helicobacteraceae;,0
NC_009604,NZ_CP010341.1,Chlamydia/Chlamydophila,0
NC_008363,NZ_CP010341.1,Idiomarinaceae;,0
NC_008364,NZ_CP010341.1,Oceanospirillaceae;,0
NC_014636,NZ_CP010341.1,Enterobacteriaceae;,0
NC_014635,NZ_CP010341.1,Streptomyces;,0
MH910038,NZ_CP010341.1,Pectobacteriaceae;,0
MH153799,NZ_CP010341.1,Pseudoalteromonadaceae;,0
NC_019549,NZ_CP010341.1,Oscillatoriaceae;,0
MG198776,NZ_CP010341.1,Clostridiaceae;,0
NC_026586,NZ_CP010341.1,Sinomonas,0
NC_026587,NZ_CP010341.1,Trichormus,0
NC_024071,NZ_CP010341.1,Streptococcaceae;,0
NC_019398,NZ_CP010341.1,Tetrasphaera,0
MG198778,NZ_CP010341.1,Cutibacterium,0
NC_022096,NZ_CP010341.1,Paenibacillaceae;,0
MK450421,NZ_CP010341.1,Moraxellaceae;,0
MK450426,NZ_CP010341.1,Leuconostocaceae;,0
NC_024381,NZ_CP010341.1,Bacillaceae;,0
NC_024382,NZ_CP010341.1,Tannerellaceae;,0
NC_005045,NZ_CP010341.1,Thermoanaerobacterales,0
NC_027352,NZ_CP010341.1,Morganellaceae;,0
NC_028836,NZ_CP010341.1,Prochlorococcus,0
NC_027357,NZ_CP010341.1,Enterococcaceae;,0
NC_027354,NZ_CP010341.1,Mycobacteroides,0
NC_027988,NZ_CP010341.1,Enterococcaceae;,0
NC_019541,NZ_CP010341.1,Nodularia,0
MK460248,NZ_CP010341.1,Helicobacteraceae;,0
NC_021340,NZ_CP010341.1,Methanobacteria;,0
NC_004084,NZ_CP010341.1,Ruminococcaceae;,0
NC_020855,NZ_CP010341.1,Idiomarinaceae;,0
NC_020857,NZ_CP010341.1,Lactobacillaceae;,0
NC_022094,NZ_CP010341.1,Brevibacterium,0
NC_009552,NZ_CP010341.1,Leptospira,0
MH271317,NZ_CP010341.1,Fusobacterium,0
MF541406,NZ_CP010341.1,Caulobacteraceae;,0
NC_021071,NZ_CP010341.1,Actinomyces,0
MH834610,NZ_CP010341.1,Campylobacteraceae;,0
KY365739,NZ_CP010341.1,Actinoplanes,0
NC_023558,NZ_CP010341.1,Xanthomonadaceae;,0
MK433260,NZ_CP010341.1,II.,0
NC_031121,NZ_CP010341.1,Tetrasphaera,0
NC_031932,NZ_CP010341.1,Rhodospirillaceae;,0
NC_023551,NZ_CP010341.1,Nodularia,0
NC_031280,NZ_CP010341.1,Staphylococcaceae;,0
NC_012742,NZ_CP010341.1,Comamonadaceae;,0
NC_018087,NZ_CP010341.1,,0
NC_028657,NZ_CP010341.1,Alcaligenaceae;,0
NC_028655,NZ_CP010341.1,Enterobacteriaceae;,0
NC_028652,NZ_CP010341.1,Microcoleaceae;,0
MH576964,NZ_CP010341.1,Gordonia,0
MH576965,NZ_CP010341.1,Arthrobacter,0
MH576968,NZ_CP010341.1,Yersiniaceae;,0
NC_007461,NZ_CP010341.1,Streptomyces;,0
NC_031056,NZ_CP010341.1,Paenibacillaceae;,0
NC_031054,NZ_CP010341.1,Helicobacteraceae;,0
NC_031055,NZ_CP010341.1,Arthrobacter,0
NC_018264,NZ_CP010341.1,Lactobacillaceae;,0
NC_015466,NZ_CP010341.1,Hafniaceae;,0
NC_021856,NZ_CP010341.1,Clostridiaceae;,0
NC_017865,NZ_CP010341.1,II.,0
NC_017864,NZ_CP010341.1,Mycobacteroides,0
NC_016569,NZ_CP010341.1,Ruminococcaceae;,0
NC_027388,NZ_CP010341.1,Colwelliaceae;,0
NC_021540,NZ_CP010341.1,Pectobacteriaceae;,0
NC_027385,NZ_CP010341.1,,0
NC_027384,NZ_CP010341.1,Helicobacteraceae;,0
NC_027386,NZ_CP010341.1,Leuconostocaceae;,0
NC_027400,NZ_CP010341.1,Comamonadaceae;,0
NC_016563,NZ_CP010341.1,Nocardia,0
NC_027401,NZ_CP010341.1,Streptomyces,0
NC_025822,NZ_CP010341.1,Prochlorococcus,0
KY092479,NZ_CP010341.1,Rhodospirillaceae;,0
NC_006565,NZ_CP010341.1,Microcoleaceae;,0
NC_013597,NZ_CP010341.1,Staphylococcaceae;,0
NC_015721,NZ_CP010341.1,Halobacteria;,0
NC_007217,NZ_CP010341.1,Spiroplasmataceae;,0
NC_009643,NZ_CP010341.1,Thermaceae;,0
NC_018863,NZ_CP010341.1,Helicobacteraceae;,0
NC_018860,NZ_CP010341.1,Leuconostocaceae;,0
NC_013599,NZ_CP010341.1,Mycobacterium;,0
NC_001396,NZ_CP010341.1,Leuconostocaceae;,0
NC_019507,NZ_CP010341.1,,0
NC_019502,NZ_CP010341.1,Nocardia,0
NC_023744,NZ_CP010341.1,Helicobacteraceae;,0
NC_010355,NZ_CP010341.1,Sulfolobaceae;,0
NC_019509,NZ_CP010341.1,Rhodococcus,0
NC_001902,NZ_CP010341.1,Streptomyces,0
NC_031274,NZ_CP010341.1,Trichormus,0
NC_010179,NZ_CP010341.1,Erwiniaceae;,0
NC_023734,NZ_CP010341.1,Idiomarinaceae;,0
NC_016163,NZ_CP010341.1,Streptomyces;,0
NC_016162,NZ_CP010341.1,Mycobacterium;,0
NC_016165,NZ_CP010341.1,Mycobacteroides,0
NC_028976,NZ_CP010341.1,Sulfolobaceae;,0
NC_028974,NZ_CP010341.1,Mamiellales;,0
NC_025457,NZ_CP010341.1,Rhodospirillaceae;,0
NC_007734,NZ_CP010341.1,Nodularia,0
NC_028879,NZ_CP010341.1,Sulfolobaceae;,0
NC_023566,NZ_CP010341.1,Thermaceae;,0
MF347636,NZ_CP010341.1,Pseudoalteromonadaceae;,0
MF347637,NZ_CP010341.1,Vertebrata;,0
NC_025424,NZ_CP010341.1,Colwelliaceae;,0
NC_031084,NZ_CP010341.1,Corynebacterium,0
NC_031086,NZ_CP010341.1,Mycobacterium;,0
NC_005887,NZ_CP010341.1,Pasteurellaceae;,0
NC_005884,NZ_CP010341.1,Burkholderiaceae;,0
NC_023599,NZ_CP010341.1,Fusobacterium,0
NC_011613,NZ_CP010341.1,Comamonadaceae;,0
NC_021338,NZ_CP010341.1,Tetrasphaera,0
NC_011611,NZ_CP010341.1,Oscillatoriaceae;,0
NC_023590,NZ_CP010341.1,Gordonia,0
NC_023591,NZ_CP010341.1,Leptospira,0
NC_002643,NZ_CP010341.1,Leuconostocaceae;,0
NC_031904,NZ_CP010341.1,Oceanospirillaceae;,0
NC_031905,NZ_CP010341.1,Idiomarinaceae;,0
NC_029011,NZ_CP010341.1,Arthrobacter,0
MF358542,NZ_CP010341.1,Lactobacillaceae;,0
NC_023841,NZ_CP010341.1,Sinomonas,0
NC_001418,NZ_CP010341.1,Paenibacillaceae;,0
NC_019935,NZ_CP010341.1,Pseudoalteromonadaceae;,0
NC_027355,NZ_CP010341.1,Peptostreptococcaceae;,0
NC_011810,NZ_CP010341.1,Enterococcaceae;,0
MH976516,NZ_CP010341.1,Spiroplasmataceae;,0
NC_022761,NZ_CP010341.1,Enterococcaceae;,0
NC_022763,NZ_CP010341.1,Actinomyces,0
NC_022769,NZ_CP010341.1,Xanthomonadaceae;,0
KY092483,NZ_CP010341.1,Nocardia,0
KY092482,NZ_CP010341.1,Tetrasphaera,0
KY092481,NZ_CP010341.1,Pectobacteriaceae;,0
KY092480,NZ_CP010341.1,Actinomyces,0
NC_028755,NZ_CP010341.1,Pseudoalteromonadaceae;,0
NC_020864,NZ_CP010341.1,Vertebrata;,0
NC_020860,NZ_CP010341.1,Rhodobacteraceae;,0
NC_020863,NZ_CP010341.1,Erwiniaceae;,0
NC_007814,NZ_CP010341.1,Streptomyces,0
NC_007810,NZ_CP010341.1,Acetobacteraceae;,0
NC_011107,NZ_CP010341.1,Cutibacterium,0
NC_031016,NZ_CP010341.1,Alcaligenaceae;,0
NC_021792,NZ_CP010341.1,Cutibacterium,0
NC_031015,NZ_CP010341.1,Brucellaceae;,0
NC_031012,NZ_CP010341.1,Tannerellaceae;,0
NC_021797,NZ_CP010341.1,Brevibacterium,0
NC_021798,NZ_CP010341.1,Clostridiaceae;,0
NC_021799,NZ_CP010341.1,Lactobacillaceae;,0
NC_022342,NZ_CP010341.1,Arthrobacter,0
NC_022340,NZ_CP010341.1,Nocardia,0
NC_022341,NZ_CP010341.1,Vibrionaceae;,0
KR337648,NZ_CP010341.1,Sinomonas,0
KR337649,NZ_CP010341.1,Rhodospirillaceae;,0
KT895281,NZ_CP010341.1,Brevibacterium,0
KR337643,NZ_CP010341.1,Campylobacteraceae;,0
KR337646,NZ_CP010341.1,Nocardia,0
KR337647,NZ_CP010341.1,Prochlorococcus,0
KR337644,NZ_CP010341.1,Pectobacteriaceae;,0
KR337645,NZ_CP010341.1,Brevibacterium,0
KU189325,NZ_CP010341.1,Kitasatospora,0
NC_010325,NZ_CP010341.1,Erwiniaceae;,0
MF197383,NZ_CP010341.1,Microcoleaceae;,0
NC_010326,NZ_CP010341.1,Mycolicibacterium,0
NC_028987,NZ_CP010341.1,Sphingomonadaceae;,0
NC_015294,NZ_CP010341.1,Thermaceae;,0
NC_029692,NZ_CP010341.1,Idiomarinaceae;,0
NC_028982,NZ_CP010341.1,Nodularia,0
NC_028983,NZ_CP010341.1,Bacteroidaceae;,0
NC_028980,NZ_CP010341.1,Thermoanaerobacterales,0
NC_004306,NZ_CP010341.1,Caulobacteraceae;,0
NC_018452,NZ_CP010341.1,Microbacterium,0
NC_011048,NZ_CP010341.1,Rhodococcus,0
NC_007497,NZ_CP010341.1,Bdellovibrionaceae;,0
NC_021562,NZ_CP010341.1,Rhodococcus,0
NC_021560,NZ_CP010341.1,Enterococcaceae;,0
NC_001942,NZ_CP010341.1,Pasteurellaceae;,0
NC_024123,NZ_CP010341.1,Erwiniaceae;,0
KU530220,NZ_CP010341.1,Oscillatoriaceae;,0
NC_021800,NZ_CP010341.1,,0
MH229864,NZ_CP010341.1,Trichormus,0
MH229865,NZ_CP010341.1,Sinomonas,0
MH229862,NZ_CP010341.1,Tetrasphaera,0
MH229863,NZ_CP010341.1,Helicobacteraceae;,0
NC_021806,NZ_CP010341.1,Streptococcaceae;,0
NC_029097,NZ_CP010341.1,Rhodococcus,0
NC_021790,NZ_CP010341.1,Tsukamurella,0
NC_022986,NZ_CP010341.1,Listeriaceae;,0
NC_024149,NZ_CP010341.1,Mycobacterium,0
NC_028933,NZ_CP010341.1,Sulfolobaceae;,0
NC_005354,NZ_CP010341.1,Mycoplasma,0
NC_005355,NZ_CP010341.1,II.,0
MF919505,NZ_CP010341.1,Halobacteria;,0
NC_014789,NZ_CP010341.1,Microcoleaceae;,0
NC_027622,NZ_CP010341.1,Erwiniaceae;,0
NC_027623,NZ_CP010341.1,Nodularia,0
NC_027620,NZ_CP010341.1,Thermoanaerobacterales,0
NC_027621,NZ_CP010341.1,II.,0
NC_027626,NZ_CP010341.1,II.,0
NC_027627,NZ_CP010341.1,Prochlorococcus,0
NC_027624,NZ_CP010341.1,Bacillaceae;,0
NC_027625,NZ_CP010341.1,Flavobacteriaceae;,0
NC_021794,NZ_CP010341.1,Sphingomonadaceae;,0
NC_027628,NZ_CP010341.1,Microcoleaceae;,0
NC_027629,NZ_CP010341.1,Burkholderiaceae;,0
NC_024782,NZ_CP010341.1,Lactobacillaceae;,0
NC_024367,NZ_CP010341.1,Chlamydia/Chlamydophila,0
NC_014229,NZ_CP010341.1,Thermaceae;,0
NC_024369,NZ_CP010341.1,Fusobacterium,0
NC_009816,NZ_CP010341.1,Bacillaceae;,0
MH926057,NZ_CP010341.1,Caulobacteraceae;,0
MH926056,NZ_CP010341.1,Thermaceae;,0
NC_009818,NZ_CP010341.1,Vertebrata;,0
MG925353,NZ_CP010341.1,Moraxellaceae;,0
NC_028919,NZ_CP010341.1,Streptomyces;,0
NC_027997,NZ_CP010341.1,Paenibacillaceae;,0
NC_029002,NZ_CP010341.1,Flavobacteriaceae;,0
NC_029005,NZ_CP010341.1,Chlamydia/Chlamydophila,0
NC_028809,NZ_CP010341.1,Flavobacteriaceae;,0
NC_027367,NZ_CP010341.1,Thermoanaerobacterales,0
NC_027362,NZ_CP010341.1,Fusobacterium,0
NC_027361,NZ_CP010341.1,Xanthomonadaceae;,0
NC_004736,NZ_CP010341.1,Mycoplasma,0
NC_022337,NZ_CP010341.1,Shewanellaceae;,0
NC_022336,NZ_CP010341.1,Alcaligenaceae;,0
NC_022335,NZ_CP010341.1,Mycobacteroides,0
NC_022334,NZ_CP010341.1,Prochlorococcus,0
NC_030909,NZ_CP010341.1,Bdellovibrionaceae;,0
NC_030908,NZ_CP010341.1,Comamonadaceae;,0
NC_037667,NZ_CP010341.1,Bdellovibrionaceae;,0
NC_022338,NZ_CP010341.1,Streptomyces,0
MH155869,NZ_CP010341.1,Vibrionaceae;,0
NC_031119,NZ_CP010341.1,Gordonia,0
NC_031117,NZ_CP010341.1,Pasteurellaceae;,0
NC_031116,NZ_CP010341.1,Burkholderiaceae;,0
NC_003793,NZ_CP010341.1,Pseudoalteromonadaceae;,0
MG920059,NZ_CP010341.1,Campylobacteraceae;,0
NC_031938,NZ_CP010341.1,Campylobacteraceae;,0
MK433268,NZ_CP010341.1,Streptomyces;,0
MK433269,NZ_CP010341.1,Vertebrata;,0
MF541404,NZ_CP010341.1,Brucellaceae;,0
NC_004820,NZ_CP010341.1,Mycobacterium;,0
NC_031931,NZ_CP010341.1,Campylobacteraceae;,0
MH047633,NZ_CP010341.1,II.,0
MH047632,NZ_CP010341.1,Morganellaceae;,0
NC_012757,NZ_CP010341.1,Spiroplasmataceae;,0
NC_022751,NZ_CP010341.1,Rhodospirillaceae;,0
NC_021793,NZ_CP010341.1,Sphingomonadaceae;,0
NC_028663,NZ_CP010341.1,Ruminococcaceae;,0
NC_013692,NZ_CP010341.1,Bdellovibrionaceae;,0
NC_028667,NZ_CP010341.1,Ruminococcaceae;,0
NC_028702,NZ_CP010341.1,Sulfolobaceae;,0
MK433278,NZ_CP010341.1,Brevibacterium,0
NC_021529,NZ_CP010341.1,chlorophytes;,0
NC_013691,NZ_CP010341.1,Methanobacteria;,0
NC_015157,NZ_CP010341.1,II.,0
NC_020835,NZ_CP010341.1,Listeriaceae;,0
NC_015159,NZ_CP010341.1,Morganellaceae;,0
NC_015158,NZ_CP010341.1,Mycobacterium;,0
NC_013756,NZ_CP010341.1,Pseudomonadaceae;,0
NC_031945,NZ_CP010341.1,Corynebacterium,0
NC_031065,NZ_CP010341.1,,0
NC_031063,NZ_CP010341.1,Prochlorococcus,0
NC_017974,NZ_CP010341.1,Actinomyces,0
NC_017976,NZ_CP010341.1,Actinoplanes,0
NC_017971,NZ_CP010341.1,Actinoplanes,0
MH590589,NZ_CP010341.1,Mycobacterium;,0
NC_017972,NZ_CP010341.1,Ruminococcaceae;,0
NC_004827,NZ_CP010341.1,Cutibacterium,0
NC_027397,NZ_CP010341.1,,0
NC_021322,NZ_CP010341.1,Bdellovibrionaceae;,0
NC_027393,NZ_CP010341.1,Mamiellales;,0
NC_004821,NZ_CP010341.1,Nodularia,0
NC_027391,NZ_CP010341.1,Pasteurellaceae;,0
MG198777,NZ_CP010341.1,Moraxellaceae;,0
MH178381,NZ_CP010341.1,Thermoanaerobacterales,0
NC_000852,NZ_CP010341.1,Hexapoda;,0
NC_005258,NZ_CP010341.1,Staphylococcaceae;,0
MH178382,NZ_CP010341.1,chlorophytes;,0
NC_015290,NZ_CP010341.1,Oceanospirillaceae;,0
NC_018857,NZ_CP010341.1,Rhizobiaceae;,0
NC_018856,NZ_CP010341.1,Sinomonas,0
NC_018853,NZ_CP010341.1,Rhodococcus,0
NC_018852,NZ_CP010341.1,Arthrobacter,0
NC_018851,NZ_CP010341.1,Rhizobiaceae;,0
NC_009447,NZ_CP010341.1,Pseudoalteromonadaceae;,0
NC_025431,NZ_CP010341.1,Flavobacteriaceae;,0
MG518520,NZ_CP010341.1,Paenibacillaceae;,0
NC_007024,NZ_CP010341.1,Leptospira,0
NC_018454,NZ_CP010341.1,Mycobacterium,0
NC_031245,NZ_CP010341.1,Staphylococcaceae;,0
NC_028848,NZ_CP010341.1,Propionibacterium,0
NC_017984,NZ_CP010341.1,Sinomonas,0
NC_029046,NZ_CP010341.1,Sphingomonadaceae;,0
NC_002484,NZ_CP010341.1,chlorophytes;,0
NC_024137,NZ_CP010341.1,chlorophytes;,0
MF919533,NZ_CP010341.1,Ruminococcaceae;,0
NC_020083,NZ_CP010341.1,Idiomarinaceae;,0
NC_028967,NZ_CP010341.1,Halobacteria;,0
NC_028684,NZ_CP010341.1,Microcoleaceae;,0
NC_023576,NZ_CP010341.1,Microbacterium,0
NC_023570,NZ_CP010341.1,,0
NC_019402,NZ_CP010341.1,Moraxellaceae;,0
NC_019400,NZ_CP010341.1,Actinoplanes,0
NC_031098,NZ_CP010341.1,Bacteroidaceae;,0
NC_031096,NZ_CP010341.1,Mycobacteroides,0
NC_031091,NZ_CP010341.1,Trichormus,0
NC_022974,NZ_CP010341.1,Shewanellaceae;,0
NC_022971,NZ_CP010341.1,Oceanospirillaceae;,0
NC_022970,NZ_CP010341.1,Actinoplanes,0
MK305888,NZ_CP010341.1,Lactobacillaceae;,0
NC_016659,NZ_CP010341.1,Staphylococcaceae;,0
NC_019927,NZ_CP010341.1,Thermaceae;,0
NC_016657,NZ_CP010341.1,,0
NC_029032,NZ_CP010341.1,Sphingomonadaceae;,0
NC_004996,NZ_CP010341.1,Acetobacteraceae;,0
NC_001628,NZ_CP010341.1,Bacillaceae;,0
NC_003313,NZ_CP010341.1,Helicobacteraceae;,0
NC_008717,NZ_CP010341.1,Burkholderiaceae;,0
NC_007808,NZ_CP010341.1,Streptomyces;,0
NC_007809,NZ_CP010341.1,Caulobacteraceae;,0
NC_020878,NZ_CP010341.1,Tannerellaceae;,0
NC_019525,NZ_CP010341.1,Clavibacter,0
NC_020874,NZ_CP010341.1,Vertebrata;,0
NC_028748,NZ_CP010341.1,Microcoleaceae;,0
NC_007805,NZ_CP010341.1,Tsukamurella,0
NC_007806,NZ_CP010341.1,Tannerellaceae;,0
NC_007807,NZ_CP010341.1,Bacillaceae;,0
NC_031027,NZ_CP010341.1,Spiroplasmataceae;,0
NC_031024,NZ_CP010341.1,Fusobacterium,0
NC_029024,NZ_CP010341.1,Leuconostocaceae;,0
NC_030940,NZ_CP010341.1,chlorophytes;,0
NC_030947,NZ_CP010341.1,Bdellovibrionaceae;,0
NC_004462,NZ_CP010341.1,Mycoplasma,0
NC_022091,NZ_CP010341.1,Actinomyces,0
NC_009543,NZ_CP010341.1,Moraxellaceae;,0
NC_009542,NZ_CP010341.1,Tetrasphaera,0
NC_009541,NZ_CP010341.1,Arthrobacter,0
NC_011523,NZ_CP010341.1,Mamiellales;,0
KR337654,NZ_CP010341.1,Sphingomonadaceae;,0
KR337651,NZ_CP010341.1,Clostridiaceae;,0
KR337650,NZ_CP010341.1,Streptomyces;,0
KR337653,NZ_CP010341.1,Enterococcaceae;,0
KR337652,NZ_CP010341.1,Spiroplasmataceae;,0
NC_027118,NZ_CP010341.1,Rhizobiaceae;,0
NC_027292,NZ_CP010341.1,Propionibacterium,0
NC_004902,NZ_CP010341.1,Mycoplasma,0
NC_027296,NZ_CP010341.1,Leuconostocaceae;,0
NC_027295,NZ_CP010341.1,Pectobacteriaceae;,0
NC_027294,NZ_CP010341.1,Actinoplanes,0
NC_019813,NZ_CP010341.1,Tetrasphaera,0
NC_015453,NZ_CP010341.1,Tannerellaceae;,0
NC_015454,NZ_CP010341.1,Enterobacteriaceae;,0
NC_027373,NZ_CP010341.1,Pelagibacteraceae;,0
NC_001956,NZ_CP010341.1,Bdellovibrionaceae;,0
NC_007346,NZ_CP010341.1,Yersiniaceae;,0
NC_006945,NZ_CP010341.1,Rhodospirillaceae;,0
NC_029081,NZ_CP010341.1,Brucellaceae;,0
NC_029083,NZ_CP010341.1,Yersiniaceae;,0
NC_028887,NZ_CP010341.1,Streptomyces,0
NC_028886,NZ_CP010341.1,Sphingomonadaceae;,0
NC_028885,NZ_CP010341.1,Mycobacterium;,0
NC_021802,NZ_CP010341.1,Campylobacteraceae;,0
NC_029078,NZ_CP010341.1,Campylobacteraceae;,0
NC_021803,NZ_CP010341.1,Brucellaceae;,0
MG812488,NZ_CP010341.1,Xanthomonadaceae;,0
KT186228,NZ_CP010341.1,Aeromonadaceae;,0
KT186229,NZ_CP010341.1,Enterobacteriaceae;,0
NC_006548,NZ_CP010341.1,Streptomyces;,0
NC_021805,NZ_CP010341.1,Streptomyces;,0
NC_029047,NZ_CP010341.1,Burkholderiaceae;,0
NC_023007,NZ_CP010341.1,Streptococcaceae;,0
MF919491,NZ_CP010341.1,Helicobacteraceae;,0
NC_009803,NZ_CP010341.1,Paenibacillaceae;,0
NC_001884,NZ_CP010341.1,Mycoplasma,0
NC_005069,NZ_CP010341.1,Pasteurellaceae;,0
NC_004165,NZ_CP010341.1,Brevibacterium,0
NC_027370,NZ_CP010341.1,Microcoleaceae;,0
